qaid	message
spam.csv_4640	Havent.
spam.csv_4641	You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
spam.csv_4642	Sorry i din lock my keypad.
spam.csv_4643	Did u got that persons story
spam.csv_4644	Are you planning to come chennai?
spam.csv_4645	We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
spam.csv_4646	God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
spam.csv_4647	We are okay. Going to sleep now. Later
spam.csv_4648	Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.
spam.csv_4649	"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
spam.csv_4650	A ï¿½400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a ï¿½400 reward. Just call 09066380611 
spam.csv_4651	Where r e meeting tmr?
spam.csv_4652	Lol yes. But it will add some spice to your day.
spam.csv_4653	Hope you are having a great day.
spam.csv_4654	Our Prasanth ettans mother passed away last night. Just pray for her and family.
spam.csv_4655	K, I'll work something out
spam.csv_4656	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
spam.csv_4657	This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
spam.csv_4658	I cant pick the phone right now. Pls send a message
spam.csv_4659	You call him and tell now infront of them. Call him now.
spam.csv_4660	Ok no prob...
spam.csv_4661	Ladies first and genus second k .
spam.csv_4662	No. Yes please. Been swimming?
spam.csv_4663	Mum not going robinson already.
spam.csv_4664	Ok set let u noe e details later...
spam.csv_4665	Not..tel software name..
spam.csv_4666	I send the print  outs da.
spam.csv_4667	IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
spam.csv_4668	"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
spam.csv_4669	I didnt get ur full msg..sometext is missing, send it again
spam.csv_4670	Probably not, I'm almost out of gas and I get some cash tomorrow
spam.csv_4671	Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114
spam.csv_4672	I forgot 2 ask ï¿½_ all smth.. There's a card on da present lei... How? ï¿½ï¿½ all want 2 write smth or sign on it?
spam.csv_4673	I'm leaving my house now.
spam.csv_4674	Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text
spam.csv_4675	ï¿½ï¿½ ready then call me...
spam.csv_4676	Wewa is 130. Iriver 255. All 128 mb.
spam.csv_4677	It is a good thing I'm now getting the connection to bw
spam.csv_4678	Sry da..jst nw only i came to home..
spam.csv_4679	That's cool he'll be here all night, lemme know when you're around
spam.csv_4680	Are you staying in town ?
spam.csv_4681	Haha yeah, 2 oz is kind of a shitload
spam.csv_4682	Ok u can take me shopping when u get paid =D
spam.csv_4683	My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..
spam.csv_4684	Alright we'll bring it to you, see you in like  &lt;#&gt;  mins
spam.csv_4685	But pls dont play in others life.
spam.csv_4686	Eatin my lunch...
spam.csv_4687	Hmmm.but you should give it on one day..
spam.csv_4688	Didn't try, g and I decided not to head out
spam.csv_4689	Ok no prob
spam.csv_4690	Surly ill give it to you:-) while coming to review.
spam.csv_4691	By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies
spam.csv_4692	Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
spam.csv_4693	Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
spam.csv_4694	URGENT! Your Mobile No 07808726822 was awarded a ï¿½2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU
spam.csv_4695	A guy who gets used but is too dumb to realize it.
spam.csv_4696	Okey dokey, iï¿½ï¿½ï¿½ll be over in a bit just sorting some stuff out.
spam.csv_4697	Don no da:)whats you plan?
spam.csv_4698	Yes fine 
spam.csv_4699	WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk
spam.csv_4700	I liked the new mobile
spam.csv_4701	Anytime...
spam.csv_4702	Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
spam.csv_4703	Yar but they say got some error.
spam.csv_4704	Hey anyway i have to :-)
spam.csv_4705	Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
spam.csv_4706	Wif my family booking tour package.
spam.csv_4707	Did you say bold, then torch later. Or one torch and 2bold?
spam.csv_4708	Haha awesome, I might need to take you up on that, what you doin tonight?
spam.csv_4709	Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
spam.csv_4710	Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
spam.csv_4711	Thats cool princess! I will cover your face in hot sticky cum :)
spam.csv_4712	Big brotherï¿½ï¿½ï¿½s really scraped the barrel with this shower of social misfits
spam.csv_4713	Oops i thk i dun haf enuff... I go check then tell ï¿½_..
spam.csv_4714	S:)8 min to go for lunch:)
spam.csv_4715	Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.
spam.csv_4716	K will do, addie &amp; I are doing some art so I'll be here when you get home
spam.csv_4717	My uncles in Atlanta. Wish you guys a great semester.
spam.csv_4718	Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...
spam.csv_4719	Forgot to tell ï¿½_ smth.. Can ï¿½_ like number the sections so that it's clearer..
spam.csv_4720	Yup. Anything lor, if u dun wan it's ok...
spam.csv_4721	I'm home, my love ... If your still awake ... *loving kiss*
spam.csv_4722	HELLO PEACH! MY CAKE TASTS LUSH!
spam.csv_4723	FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply
spam.csv_4724	There'll be a minor shindig at my place later tonight, you interested?
spam.csv_4725	Jason says it's cool if we pick some up from his place in like an hour
spam.csv_4726	Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call
spam.csv_4727	I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
spam.csv_4728	I've reached already.
spam.csv_4729	I dont know ask to my brother. Nothing problem some thing that. Just i told .
spam.csv_4730	K:)eng rocking in ashes:)
spam.csv_4731	Wat time r ï¿½_ going to xin's hostel?
spam.csv_4732	Good Morning my Dear Shijutta........... Have a great &amp; successful day.
spam.csv_4733	Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
spam.csv_4734	Oh k:)after that placement there ah?
spam.csv_4735	Not for possession, especially not first offense
spam.csv_4736	Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?
spam.csv_4737	I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
spam.csv_4738	We have pizza if u want
spam.csv_4739	"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
spam.csv_4740	Many more happy returns of the day. I wish you happy birthday.
spam.csv_4741	Ya very nice. . .be ready on thursday
spam.csv_4742	I am in hospital da. . I will return home in evening
spam.csv_4743	"\Thinking of u ;) x\"""""
spam.csv_4744	Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
spam.csv_4745	Orh i tot u say she now still dun believe.
spam.csv_4746	When you just put in the + sign, choose my number and the pin will show. Right?
spam.csv_4747	The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
spam.csv_4748	Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
spam.csv_4749	If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to
spam.csv_4750	Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
spam.csv_4751	Well boy am I glad G wasted all night at applebees for nothing
spam.csv_4752	Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
spam.csv_4753	Ok lor... Or u wan me go look 4 u?
spam.csv_4754	U wan 2 haf lunch i'm in da canteen now.
spam.csv_4755	Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
spam.csv_4756	hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around
spam.csv_4757	URGENT! Your Mobile number has been awarded with a ï¿½2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
spam.csv_4758	Thanks 4 your continued support Your question this week will enter u in2 our draw 4 ï¿½100 cash. Name the NEW US President? txt ans to 80082
spam.csv_4759	I'm home. Doc gave me pain meds says everything is fine.
spam.csv_4760	It's Ì© only $140 ard...ï¿½ï¿½ rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900)
spam.csv_4761	Me too! Have a lovely night xxx
spam.csv_4762	Prepare to be pleasured :)
spam.csv_4763	Hi.:)technical support.providing assistance to us customer through call and email:)
spam.csv_4764	if you text on your way to cup stop that should work. And that should be BUS
spam.csv_4765	Whens your radio show?
spam.csv_4766	Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
spam.csv_4767	I'm not sure if its still available though
spam.csv_4768	watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
spam.csv_4769	CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
spam.csv_4770	Hi..i got the money da:)
spam.csv_4771	Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com
spam.csv_4772	Ok then u tell me wat time u coming later lor.
spam.csv_4773	U repeat e instructions again. Wat's e road name of ur house?
spam.csv_4774	So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas
spam.csv_4775	Quite lor. But dun tell him wait he get complacent...
spam.csv_4776	Sorry completely forgot * will pop em round this week if your still here?
spam.csv_4777	U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
spam.csv_4778	O we cant see if we can join denis and mina? Or does denis want alone time
spam.csv_4779	Sen told that he is going to join his uncle finance in cbe
spam.csv_4780	Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
spam.csv_4781	Call me, i am senthil from hsbc.
spam.csv_4782	Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.
spam.csv_4783	Indeed and by the way it was either or - not both !
spam.csv_4784	Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or ï¿½10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+
spam.csv_4785	Holy living christ what is taking you so long
spam.csv_4786	ï¿½ï¿½ thk of wat to eat tonight.
spam.csv_4787	Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...
spam.csv_4788	We're on the opposite side from where we dropped you off
spam.csv_4789	Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
spam.csv_4790	Send me your resume:-)
spam.csv_4791	Gd luck 4 ur exams :-)
spam.csv_4792	Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
spam.csv_4793	Sorry that was my uncle. I.ll keep in touch
spam.csv_4794	Saw Guys and Dolls last night with Patrick Swayze it was great
spam.csv_4795	URGENT This is our 2nd attempt to contact U. Your ï¿½900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
spam.csv_4796	Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
spam.csv_4797	Just come home. I don't want u to be miserable
spam.csv_4798	I dont know why she.s not getting your messages
spam.csv_4799	its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?
spam.csv_4800	The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?
spam.csv_4801	Reverse is cheating. That is not mathematics.
spam.csv_4802	How do you plan to manage that
spam.csv_4803	Er, hello, things didnï¿½ï¿½ï¿½t quite go to plan ï¿½ï¿½ï¿½ is limping slowly home followed by aa and with exhaust hanging off
spam.csv_4804	Sorry for the delay. Yes masters
spam.csv_4805	Call me when u finish then i come n pick u.
spam.csv_4806	PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
spam.csv_4807	What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
spam.csv_4808	Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself
spam.csv_4809	Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday
spam.csv_4810	E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
spam.csv_4811	fyi I'm at usf now, swing by the room whenever
spam.csv_4812	i can call in  &lt;#&gt;  min if thats ok
spam.csv_4813	Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
spam.csv_4814	ï¿½ï¿½ no home work to do meh... 
spam.csv_4815	Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
spam.csv_4816	Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
spam.csv_4817	How's ur paper?
spam.csv_4818	Got smaller capacity one? Quite ex...
spam.csv_4819	Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
spam.csv_4820	Im good! I have been thinking about you...
spam.csv_4821	u r a winner U ave been specially selected 2 receive ï¿½1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
spam.csv_4822	:-) :-)
spam.csv_4823	Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
spam.csv_4824	I am going to sleep. I am tired of travel.
spam.csv_4825	Haha, just what I was thinkin
spam.csv_4826	Yup but it's not giving me problems now so mayb i'll jus leave it...
spam.csv_4827	Lol no. Just trying to make your day a little more interesting
spam.csv_4828	How long before you get reply, just defer admission til next semester
spam.csv_4829	"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
spam.csv_4830	Po de :-):):-):-):-). No need job aha.
spam.csv_4831	Rats. Hey did u ever vote for the next themes?
spam.csv_4832	New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY ï¿½1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.
spam.csv_4833	I hope your pee burns tonite.
spam.csv_4834	OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.
spam.csv_4835	Yay can't wait to party together!
spam.csv_4836	....photoshop makes my computer shut down.
spam.csv_4837	All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
spam.csv_4838	That's one of the issues but california is okay. No snow so its manageable
spam.csv_4839	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
spam.csv_4840	Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...
spam.csv_4841	Awesome, that gonna be soon or later tonight?
spam.csv_4842	I need details about that online job.
spam.csv_4843	YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a ï¿½150 prize. To collect is easy. Just call 09061743386 
spam.csv_4844	Missing you too.pray inshah allah
spam.csv_4845	Pls help me tell Ashley that i cant find her number oh
spam.csv_4846	I am in escape theatre now. . Going to watch KAVALAN in a few minutes
spam.csv_4847	S.this will increase the chance of winning.
spam.csv_4848	either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
spam.csv_4849	Maybe you should find something else to do instead???
spam.csv_4850	Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
spam.csv_4851	I liked your new house
spam.csv_4852	I'm fine. Hope you are also
spam.csv_4853	Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.
spam.csv_4854	Same to u...
spam.csv_4855	yes baby! I need to stretch open your pussy!
spam.csv_4856	Thanks  and ! Or bomb and date as my phone wanted to say! 
spam.csv_4857	Ok...
spam.csv_4858	Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?
spam.csv_4859	"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"
spam.csv_4860	Nokia phone is lovly..
spam.csv_4861	**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
spam.csv_4862	Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
spam.csv_4863	Sorry da..today i wont come to play..i have driving clas..
spam.csv_4864	I'm really sorry I lit your hair on fire
spam.csv_4865	"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
spam.csv_4866	Okey dokey swashbuckling stuff what oh.
spam.csv_4867	Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?
spam.csv_4868	1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
spam.csv_4869	Dip's cell dead. So i m coming with him. U better respond else we shall come back.
spam.csv_4870	Well. You know what i mean. Texting
spam.csv_4871	Hi dis is yijue i would be happy to work wif ï¿½_ all for gek1510...
spam.csv_4872	Lol! Oops sorry! Have fun. 
spam.csv_4873	Wat happened to the cruise thing
spam.csv_4874	I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?
spam.csv_4875	lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
spam.csv_4876	The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
spam.csv_4877	No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
spam.csv_4878	Yeah just open chat and click friend lists. Then make the list. Easy as pie
spam.csv_4879	alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
spam.csv_4880	When/where do I pick you up
spam.csv_4881	As usual u can call me ard 10 smth.
spam.csv_4882	New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
spam.csv_4883	For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
spam.csv_4884	Poor girl can't go one day lmao
spam.csv_4885	Or just do that 6times
spam.csv_4886	Todays Vodafone numbers ending with 4882 are selected to a receive a ï¿½350 award. If your number matches call 09064019014 to receive your ï¿½350 award.
spam.csv_4887	You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
spam.csv_4888	Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...
spam.csv_4889	Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
spam.csv_4890	Its worse if if uses half way then stops. Its better for him to complete it.
spam.csv_4891	Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
spam.csv_4892	Send me the new number
spam.csv_4893	Convey my regards to him
spam.csv_4894	Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
spam.csv_4895	2 and half years i missed your friendship:-)
spam.csv_4896	I cant pick the phone right now. Pls send a message
spam.csv_4897	Oh for fuck's sake she's in like tallahassee
spam.csv_4898	Haha, that was the first person I was gonna ask
spam.csv_4899	ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ï¿½500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18
spam.csv_4900	Taka lor. Wat time u wan 2 come n look 4 us?
spam.csv_4901	* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
spam.csv_4902	"\I;m reaching in another 2 stops.\"""""
spam.csv_4903	no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?
spam.csv_4904	Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
spam.csv_4905	Will you come online today night
spam.csv_4906	Then anything special?
spam.csv_4907	I'm in solihull, | do you want anything?
spam.csv_4908	Will do. Have a good day
spam.csv_4909	WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
spam.csv_4910	Love that holiday Monday feeling even if I have to go to the dentists in an hour
spam.csv_4911	I am on the way to tirupur.
spam.csv_4912	Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.
spam.csv_4913	You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
spam.csv_4914	We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
spam.csv_4915	Just dropped em off, omw back now
spam.csv_4916	This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate
spam.csv_4917	Sitting in mu waiting for everyone to get out of my suite so I can take a shower
spam.csv_4918	Re your call; You didn't see my facebook huh?
spam.csv_4919	G says you never answer your texts, confirm/deny
spam.csv_4920	Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.
spam.csv_4921	Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
spam.csv_4922	Oh yah... We never cancel leh... Haha 
spam.csv_4923	We can go 4 e normal pilates after our intro...  
spam.csv_4924	Ok... Let u noe when i leave my house.
spam.csv_4925	Oh yes, why is it like torture watching england?
spam.csv_4926	Wanna do some art?! :D
spam.csv_4927	Just hopeing that wasnï¿½ï¿½ï¿½t too pissed up to remember and has gone off to his sisters or something!
spam.csv_4928	Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!
spam.csv_4929	Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service
spam.csv_4930	Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?
spam.csv_4931	Match started.india  &lt;#&gt;  for 2
spam.csv_4932	Once free call me sir.
spam.csv_4933	Hey do you want anything to buy:)
spam.csv_4934	Hey babe, how's it going ? Did you ever figure out where your going for New Years ?
spam.csv_4935	K..k.:)congratulation ..
spam.csv_4936	G wants to know where the fuck you are
spam.csv_4937	No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
spam.csv_4938	Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
spam.csv_4939	ï¿½ï¿½ go home liao? Ask dad to pick me up at 6...
spam.csv_4940	Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
spam.csv_4941	I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...
spam.csv_4942	Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
spam.csv_4943	Wrong phone! This phone! I answer this one but assume the other is people i don't well
spam.csv_4944	Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill
spam.csv_4945	I'm already back home so no probably not
spam.csv_4946	Great News! Call FREEFONE 08006344447 to claim your guaranteed ï¿½1000 CASH or ï¿½2000 gift. Speak to a live operator NOW!
spam.csv_4947	Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...
spam.csv_4948	I am in bus on the way to calicut
spam.csv_4949	Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
spam.csv_4950	hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
spam.csv_4951	Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.
spam.csv_4952	I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
spam.csv_4953	U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
spam.csv_4954	Doing my masters. When will you buy a bb cos i have for sale and how's bf
spam.csv_4955	Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.
spam.csv_4956	I'm vivek:)i got call from your number.
spam.csv_4957	Why didn't u call on your lunch?
spam.csv_4958	What i mean was i left too early to check, cos i'm working a 9-6.
spam.csv_4959	I want  &lt;#&gt;  rs da:)do you have it?
spam.csv_4960	A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND
spam.csv_4961	Yup ok...
spam.csv_4962	I want to see your pretty pussy...
spam.csv_4963	Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
spam.csv_4964	A few people are at the game, I'm at the mall with iouri and kaila
spam.csv_4965	URGENT! We are trying to contact U. Todays draw shows that you have won a ï¿½2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
spam.csv_4966	You can donate ï¿½2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. ï¿½2.50 will be added to your next bill
spam.csv_4967	Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
